Pubchem_ID,taste_cluster,MolecularWeight,ConnectivitySMILES,XLogP,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,BondStereoCount,Volume3D,EffectiveRotorCount3D
117477,3,144.21,CCOC(=O)CCC(C)C,2.1,26.3,97.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,124.8,5.0
5356259,0,176.21,CC=CC(=O)OCC1=CC=CC=C1,2.8,26.3,179.0,0.0,0.0,2.0,4.0,13.0,0.0,1.0,148.5,4.0
8175,1,156.26,CCCCCCCCCC=O,3.8,17.1,78.0,0.0,0.0,1.0,8.0,11.0,0.0,0.0,143.3,8.0
347744,7,198.30,CC(C)C(=O)OCCC1CCCCC1,4.3,26.3,169.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,167.5,6.2
137829,3,128.21,CC(C1CCCCC1)O,2.3,20.2,74.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,109.3,2.2
175211,0,182.30,CCOC(C)(CCC=C(C)C)C=C,3.6,9.2,178.0,0.0,0.0,1.0,6.0,13.0,1.0,0.0,164.5,6.0
37065,4,184.27,CCC=CCCOC(=O)CC(C)C,3.2,26.3,159.0,0.0,0.0,2.0,7.0,13.0,0.0,1.0,161.0,7.0
6877,4,165.19,CCOC(=O)C1=CC=CC=C1N,2.6,52.3,159.0,0.0,1.0,3.0,3.0,12.0,0.0,0.0,132.8,3.0
13181,4,86.13,C=CCCCO,1.0,20.2,32.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,78.4,3.0
107065,0,246.4,CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C,4.0,17.1,443.0,0.0,0.0,1.0,1.0,18.0,4.0,0.0,208.7,2.2
70273,3,128.17,CC(=O)OC1CCCC1,1.4,26.3,103.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,105.4,3.0
62897,0,120.15,CC(=C)C1=NC=CN=C1,1.2,25.8,109.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,100.8,1.0
6437578,0,226.31,CC(=CCCC(=CC1OCC(O1)CO)C)C,2.6,38.7,264.0,0.0,1.0,3.0,5.0,16.0,2.0,1.0,189.2,6.0
10882,3,130.18,CCCCC(=O)OCC,1.9,26.3,79.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,112.7,5.0
62583,3,170.25,CCCCC1CCCCC(=O)O1,2.8,26.3,143.0,0.0,0.0,2.0,3.0,12.0,1.0,0.0,142.6,4.2
71407321,4,198.30,CCCCCCC=CCC(=O)OCC,4.1,26.3,162.0,0.0,0.0,2.0,9.0,14.0,0.0,1.0,175.4,9.0
5352837,4,128.21,CCC=CCCCCO,2.0,20.2,67.0,0.0,1.0,1.0,5.0,9.0,0.0,1.0,116.8,5.0
7461,0,136.23,CC1=CCC(=CC1)C(C)C,2.8,0.0,170.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,120.9,1.4
549544,7,202.29,CCCCCCCCC(C(=O)OC)O,3.5,46.5,145.0,0.0,1.0,3.0,9.0,14.0,1.0,0.0,171.7,9.0
61524,2,196.29,CCCCCCCCC#CC(=O)OC,4.8,26.3,207.0,0.0,0.0,2.0,7.0,14.0,0.0,0.0,174.2,7.0
5366203,3,128.21,CCCCC(C=CC)O,2.2,20.2,76.0,0.0,1.0,1.0,4.0,9.0,1.0,1.0,117.2,4.0
11344071,4,142.20,CC(C)(C)C(=O)OCC=C,2.2,26.3,131.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,122.1,4.0
94077,3,224.34,CCCC(=O)OC1CC2(CCC1C2(C)C)C,3.9,26.3,295.0,0.0,0.0,2.0,4.0,16.0,3.0,0.0,188.1,5.0
111509,1,88.11,CC(=O)CCO,-0.8,37.3,49.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,73.0,2.0
95136,1,224.25,CCOC(C1=CC2=C(C=C1)OCO2)OCC,2.3,36.9,203.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,174.7,5.6
11406,3,162.18,C=CCOC(=O)C1=CC=CC=C1,2.4,26.3,157.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,135.8,4.0
38762,6,270.5,CCCCCCCCCCCCCCC(=O)OCC,7.3,26.3,190.0,0.0,0.0,2.0,15.0,19.0,0.0,0.0,242.6,15.0
109418,0,142.24,CC1CCC(C(C1)C)CO,2.6,20.2,101.0,0.0,1.0,1.0,1.0,10.0,3.0,0.0,122.6,2.2
60997,0,226.27,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,3.6,26.3,235.0,0.0,0.0,2.0,4.0,17.0,0.0,0.0,186.2,4.0
14519,1,138.16,CC1=CC(=C(C=C1)OC)O,2.1,29.5,103.0,0.0,1.0,2.0,1.0,10.0,0.0,0.0,112.6,1.0
54675810,5,176.12,C(C(C1C(=C(C(=O)O1)O)O)O)O,-1.6,107.0,232.0,0.0,4.0,6.0,2.0,12.0,2.0,0.0,121.3,2.4
562563,3,160.21,C=CCC(C=O)C1=CC=CC=C1,2.5,17.1,145.0,0.0,0.0,1.0,4.0,12.0,1.0,0.0,138.8,4.0
3019775,2,170.25,CCC(C)C(=O)OCCC(=C)C,3.2,26.3,161.0,0.0,0.0,2.0,6.0,12.0,1.0,0.0,148.3,6.0
98218,4,130.18,CCCC1OCC(O1)C,1.6,18.5,83.0,0.0,0.0,2.0,2.0,9.0,2.0,0.0,108.4,3.0
20200,3,114.14,CCC=CCC(=O)O,1.2,37.3,94.0,0.0,1.0,2.0,3.0,8.0,0.0,1.0,97.0,3.0
5283348,2,154.25,CCCC=CCCCCC=O,2.9,17.1,105.0,0.0,0.0,1.0,7.0,11.0,0.0,1.0,140.6,7.0
5363491,7,140.18,CC=CC=CCOC(=O)C,1.6,26.3,145.0,0.0,0.0,2.0,4.0,10.0,0.0,2.0,121.6,4.0
223944,3,188.22,CCCCOC(=O)C(C)OC(=O)C,1.7,52.6,176.0,0.0,0.0,4.0,7.0,13.0,1.0,0.0,150.4,7.0
12391,0,212.41,CCCCCCCCCCCCCCC,7.7,0.0,84.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,202.5,12.0
87986756,2,166.26,CC1=CC(C(CC1)C(C)C)C=O,2.6,17.1,191.0,0.0,0.0,1.0,2.0,12.0,2.0,0.0,142.8,2.8
53445325,4,128.21,CCCCCC=C(C)O,3.2,20.2,84.0,0.0,1.0,1.0,4.0,9.0,0.0,1.0,116.6,4.0
94310,0,234.33,CCCCC(CC)COC(=O)C1=CC=CC=C1,4.5,26.3,207.0,0.0,0.0,2.0,8.0,17.0,1.0,0.0,200.9,8.0
53422437,2,188.31,CCCCCOC(CCC)OCC,3.5,18.5,94.0,0.0,0.0,2.0,9.0,13.0,1.0,0.0,166.1,9.0
4925262,1,232.27,C1CC(OC1)COC(=O)C=CC2=CC=CC=C2,2.6,35.5,267.0,0.0,0.0,3.0,5.0,17.0,1.0,1.0,189.5,6.0
14745448,3,200.27,CCCCCCOC(=O)CCC(=O)C,2.0,43.4,175.0,0.0,0.0,3.0,9.0,14.0,0.0,0.0,170.5,9.0
80345,1,152.19,CCOC1=CC=C(C=C1)CO,1.5,29.5,95.0,0.0,1.0,2.0,3.0,11.0,0.0,0.0,125.8,3.0
5363203,4,156.22,CCCCC=CCOC(=O)C,2.5,26.3,128.0,0.0,0.0,2.0,6.0,11.0,0.0,1.0,136.6,6.0
5356256,3,156.22,CCCCCOC(=O)C=CC,2.7,26.3,128.0,0.0,0.0,2.0,6.0,11.0,0.0,1.0,135.9,6.0
643779,3,152.23,CC(=CCCC(=CC=O)C)C,3.0,17.1,171.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,139.0,4.0
11513,4,116.20,CCCC(CCC)O,2.2,20.2,37.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,105.7,4.0
61130,0,150.22,CC1(C2CC=C(C1C2)C=O)C,2.1,17.1,225.0,0.0,0.0,1.0,1.0,11.0,2.0,0.0,126.1,1.6
10353,0,156.26,CC1CCC(CC1)C(C)(C)O,2.8,20.2,121.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,133.7,2.2
54343029,6,234.38,CCCCCCCCCC=CC=CC=CC=O,6.1,17.1,236.0,0.0,0.0,1.0,11.0,17.0,0.0,3.0,215.3,11.0
11006,0,226.44,CCCCCCCCCCCCCCCC,8.3,0.0,92.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,215.6,13.0
106788,0,258.44,CCCCCCCCCC(C)C(OCC)OCC,6.3,18.5,153.0,0.0,0.0,2.0,13.0,18.0,1.0,0.0,230.4,13.0
16666,0,156.26,CC1CCC(C(C1)O)C(C)C,3.0,20.2,120.0,0.0,1.0,1.0,1.0,11.0,3.0,0.0,134.3,2.2
5363817,0,194.31,CC1=CCCC(C1C=CC(C)O)(C)C,3.0,20.2,248.0,0.0,1.0,1.0,2.0,14.0,2.0,1.0,168.9,2.8
6050,7,302.36,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.4,78.9,304.0,0.0,0.0,6.0,14.0,21.0,0.0,0.0,242.5,14.0
7288,3,86.13,CCC(=O)CC,0.9,17.1,41.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,78.4,2.0
5705112,1,238.28,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2,4.6,26.3,271.0,0.0,0.0,2.0,5.0,18.0,0.0,1.0,199.1,5.0
15336,4,158.24,CCCCCC1OCC(O1)C,2.6,18.5,104.0,0.0,0.0,2.0,4.0,11.0,2.0,0.0,133.8,5.0
13097902,0,179.22,CCNC1=CC=CC=C1C(=O)OC,2.7,38.3,170.0,0.0,1.0,3.0,4.0,13.0,0.0,0.0,146.3,4.0
10405,2,142.24,CCCCC(=O)CCCC,2.7,17.1,76.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,130.1,6.0
80454,3,168.19,CC(C)C(=O)OCC1=CC=CO1,1.8,39.4,154.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,136.2,4.0
8121,1,146.14,CC(=O)OCCOC(=O)C,0.0,52.6,114.0,0.0,0.0,4.0,5.0,10.0,0.0,0.0,113.8,5.0
10583,0,204.35,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,6.1,0.0,284.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,183.3,4.2
33960,0,166.22,CCCCCC1=CC=CC(=O)O1,3.0,26.3,214.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,140.0,4.0
8257,3,86.13,CC(C)(C=C)O,0.8,20.2,55.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,77.4,1.0
93649,0,254.32,COC1=C(C=CC(=C1)CC=C)OCC2=CC=CC=C2,4.2,18.5,258.0,0.0,0.0,2.0,6.0,19.0,0.0,0.0,213.4,6.0
8164,4,172.26,CCCCCCCCOC(=O)C,3.4,26.3,110.0,0.0,0.0,2.0,8.0,12.0,0.0,0.0,151.6,8.0
85686435,6,184.27,CCCCCC=CC(=O)OCCC,3.9,26.3,150.0,0.0,0.0,2.0,8.0,13.0,0.0,1.0,162.2,8.0
18938,2,144.25,CC(CCO)CC(C)(C)C,3.0,20.2,81.0,0.0,1.0,1.0,4.0,10.0,1.0,0.0,129.7,4.0
5362814,2,112.17,CCC=CCCC=O,1.4,17.1,74.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,101.7,4.0
16582,7,200.28,CC(C)COC1=CC2=CC=CC=C2C=C1,4.8,9.2,188.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,171.6,3.0
5355293,3,252.39,C1CCCC=CCCCCCCOC(=O)CCC1,5.5,26.3,233.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,217.8,2.8
8103,3,102.17,CCCCCCO,2.0,20.2,27.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,93.4,4.0
10362,0,154.25,CC1CCC(CC1=O)C(C)C,2.7,17.1,149.0,0.0,0.0,1.0,1.0,11.0,2.0,0.0,133.1,2.0
443159,0,154.25,CC1CCC(C(=O)C1)C(C)C,2.7,17.1,149.0,0.0,0.0,1.0,1.0,11.0,2.0,0.0,132.8,2.0
6436582,0,204.35,CC1=CCCC(=C)C=CC(CC1)C(C)C,4.7,0.0,266.0,0.0,0.0,0.0,1.0,15.0,1.0,2.0,182.2,2.0
142775203,3,174.19,CCC(COC(=O)C)C(=O)OC,0.9,52.6,164.0,0.0,0.0,4.0,6.0,12.0,1.0,0.0,138.8,6.0
5367530,0,180.29,CCCCCCCC=CC=CC=O,4.3,17.1,157.0,0.0,0.0,1.0,8.0,13.0,0.0,2.0,165.5,8.0
5282109,4,182.26,CC(=CCCC(=CCOC=O)C)C,3.5,26.3,198.0,0.0,0.0,2.0,6.0,13.0,0.0,1.0,159.6,6.0
61092,4,184.27,CC(CCCC(=C)C)CCOC=O,4.1,26.3,152.0,0.0,0.0,2.0,8.0,13.0,1.0,0.0,161.4,8.0
4574094,4,166.26,CCCCCC=C1CCCC1=O,3.3,17.1,179.0,0.0,0.0,1.0,4.0,12.0,0.0,1.0,148.0,4.6
170977,0,156.26,CCCCCCCC(C=C)O,3.6,20.2,88.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,143.0,7.0
6435839,2,246.34,CCCCCCCOC(=O)C=CC1=CC=CC=C1,5.5,26.3,239.0,0.0,0.0,2.0,9.0,18.0,0.0,1.0,213.2,9.0
87466,2,122.17,CCCC1=NC=CN=C1,1.0,25.8,73.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,103.1,2.0
579338,0,123.15,CCN1C=CC=C1C=O,0.8,22.0,103.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,102.9,2.0
31954,3,194.23,CCC(=O)OCCOC1=CC=CC=C1,2.3,35.5,162.0,0.0,0.0,3.0,6.0,14.0,0.0,0.0,159.0,6.0
7921,1,100.12,CC1CCC(=O)O1,0.6,26.3,88.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,80.9,0.8
14297102,1,142.24,CCC(C)CCCCC=O,3.0,17.1,78.0,0.0,0.0,1.0,6.0,10.0,1.0,0.0,129.7,6.0
61235,4,142.24,CCCCCCC(=O)CC,2.8,17.1,86.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,129.9,6.0
243783,7,170.25,CCCC(=O)OC1CCCCC1,2.8,26.3,137.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,141.8,5.2
7150,7,136.15,COC(=O)C1=CC=CC=C1,2.1,26.3,114.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,111.8,2.0
3015865,3,196.29,CC1=CCC(C1(C)C)C(C)OC(=O)C,2.7,26.3,263.0,0.0,0.0,2.0,3.0,14.0,2.0,0.0,165.7,3.6
88453,3,186.25,CCCCCOC(=O)CCC(=O)C,1.5,43.4,164.0,0.0,0.0,3.0,8.0,13.0,0.0,0.0,157.5,8.0
117385,2,182.30,CCOC(C)(C)C1CCC(=CC1)C,2.7,9.2,191.0,0.0,0.0,1.0,3.0,13.0,1.0,0.0,157.5,3.8
93081,4,204.35,CC1CCC(C2C13C2C(=C)CC3)C(C)C,4.7,0.0,301.0,0.0,0.0,0.0,1.0,15.0,5.0,0.0,175.7,2.2
219672,3,176.25,CC(C)CC(=O)CC1=CC=CC=C1,2.7,17.1,155.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,154.2,4.0
7909,4,100.16,CC(C)CC(=O)C,1.3,17.1,64.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,90.8,2.0
79310,1,138.16,COCC1=CC=C(C=C1)O,0.8,29.5,85.0,0.0,1.0,2.0,2.0,10.0,0.0,0.0,114.1,2.0
22928293,0,130.14,CCC1(COC(=O)O1)C,1.4,35.5,132.0,0.0,0.0,3.0,1.0,9.0,1.0,0.0,100.3,1.8
166371,3,242.40,CCCCCCCCCCOC(=O)CC(C)C,5.8,26.3,176.0,0.0,0.0,2.0,12.0,17.0,0.0,0.0,214.9,12.0
7731,1,122.16,CC1=CC=C(C=C1)OC,2.7,9.2,72.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,105.0,1.0
13669,1,176.25,CC(=O)C1=CC=C(C=C1)C(C)(C)C,3.4,17.1,180.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,152.4,2.0
74507,3,144.17,CCCOC(=O)CC(=O)C,0.8,43.4,129.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,118.4,5.0
8868,4,130.14,CCOC(=O)CC(=O)C,0.2,43.4,117.0,0.0,0.0,3.0,4.0,9.0,0.0,0.0,105.5,4.0
61670,0,144.17,CC1=C2C(=CC=C1)N=CC=N2,2.0,25.8,136.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,116.4,0.0
638014,3,192.30,CC1=C(C(CCC1)(C)C)C=CC(=O)C,2.9,17.1,292.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,167.1,2.8
62900,0,156.22,CCCCC1C(CC(=O)O1)C,2.5,26.3,142.0,0.0,0.0,2.0,3.0,11.0,2.0,0.0,132.6,3.8
109319,7,226.35,CC1CCC(C(C1)OC(=O)C(C)C)C(C)C,4.6,26.3,233.0,0.0,0.0,2.0,4.0,16.0,3.0,0.0,191.2,5.2
91604,0,210.31,CC(C)(CCCC1=CCC(CC1)C=O)O,1.7,37.3,241.0,0.0,1.0,2.0,5.0,15.0,1.0,0.0,176.0,5.8
5280536,0,178.18,COC1=C(C=CC(=C1)C=CC=O)O,1.5,46.5,189.0,0.0,1.0,3.0,3.0,13.0,0.0,1.0,143.5,3.0
8857,0,88.11,CCOC(=O)C,0.7,26.3,49.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,73.8,2.0
31291,6,212.37,CCCCCCCCCCCCCC=O,6.0,17.1,121.0,0.0,0.0,1.0,12.0,15.0,0.0,0.0,195.5,12.0
66193,0,174.19,CC(C(C)OC(=O)C)OC(=O)C,0.9,52.6,156.0,0.0,0.0,4.0,5.0,12.0,2.0,0.0,137.3,5.0
20357,4,172.26,CCCCCCC1OCC(O1)C,3.2,18.5,114.0,0.0,0.0,2.0,5.0,12.0,2.0,0.0,147.1,6.0
6568,0,74.12,CCC(C)O,0.6,20.2,19.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,67.0,1.0
5385520,4,188.26,CCCCC(=CC1=CC=CC=C1)C=O,3.7,17.1,187.0,0.0,0.0,1.0,5.0,14.0,0.0,1.0,165.6,5.0
638500,2,264.4,CC(=CCCC(=CCCC(=CCOC(=O)C)C)C)C,5.3,26.3,355.0,0.0,0.0,2.0,9.0,19.0,0.0,2.0,233.9,9.0
54676860,5,176.12,C(C(C1C(=C(C(=O)O1)O)O)O)O,-1.6,107.0,232.0,0.0,4.0,6.0,2.0,12.0,2.0,0.0,121.3,2.4
6873,1,194.23,CC(C)COC(=O)C1=CC=CC=C1O,3.9,46.5,189.0,0.0,1.0,3.0,4.0,14.0,0.0,0.0,156.9,4.0
6306732,4,128.17,CCC=CCCOC=O,1.9,26.3,86.0,0.0,0.0,2.0,5.0,9.0,0.0,1.0,110.2,5.0
87927,2,126.20,CCC=CCCC(=O)C,1.7,17.1,103.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,115.1,4.0
8768,0,138.12,C1=CC(=C(C=C1C=O)O)O,1.3,57.5,124.0,0.0,2.0,3.0,1.0,10.0,0.0,0.0,105.6,1.0
